sample.id	brc	crop	microbiome_compartment	case_study	fertilization	drought	irrigation	drought_tolerance	genotype	site	cropping_system	plot	Year	Sampling Location	Replicate	Sampling Date	Nitrogen conc	Days after fertilization	Treatment	Line	Block	Harvest
X2017.LC.G5.r4.UNFERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LC	switchgrass	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LC.G5.r4.UNFERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LC	switchgrass	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LC.G5.r4.UNFERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LC	switchgrass	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r1.FERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r1.FERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r1.FERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r1.UNFERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r1.UNFERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r1.UNFERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r2.FERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r2.FERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r2.FERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r2.UNFERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r2.UNFERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r2.UNFERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r3.FERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r3.FERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r3.FERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r3.UNFERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r3.UNFERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r3.UNFERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r4.FERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r4.FERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r4.FERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r4.UNFERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r4.UNFERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G10.r4.UNFERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r1.FERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r1.FERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r1.FERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r1.UNFERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r1.UNFERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r1.UNFERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r2.FERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r2.FERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r2.FERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r2.UNFERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r2.UNFERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r2.UNFERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r3.FERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r3.FERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r3.FERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r3.UNFERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r3.UNFERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r3.UNFERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r4.FERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r4.FERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r4.FERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	LUX	switchgrass	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r4.UNFERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r4.UNFERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.LUX.G5.r4.UNFERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	LUX	switchgrass	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r1.FERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r1.FERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r1.FERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r1.UNFERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r1.UNFERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r1.UNFERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r2.FERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r2.FERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r2.FERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r2.UNFERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r2.UNFERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r2.UNFERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r3.FERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r3.FERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r3.FERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r3.UNFERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r3.UNFERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r3.UNFERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r4.FERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r4.FERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r4.FERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r4.UNFERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r4.UNFERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G10.r4.UNFERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r1.FERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r1.FERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r1.FERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r1.UNFERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r1.UNFERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r1.UNFERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r2.FERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r2.FERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r2.FERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r2.UNFERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r2.UNFERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r2.UNFERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r3.FERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r3.FERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r3.FERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r3.UNFERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r3.UNFERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r3.UNFERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r4.FERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r4.FERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r4.FERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	ORG	switchgrass	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r4.UNFERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r4.UNFERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.ORG.G5.r4.UNFERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	ORG	switchgrass	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r1.FERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r1.FERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r1.FERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r1.UNFERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	RHN	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r1.UNFERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	RHN	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r1.UNFERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	RHN	restored_prairie	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r2.FERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r2.FERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r2.FERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r2.UNFERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	RHN	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r2.UNFERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	RHN	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r2.UNFERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	RHN	restored_prairie	r2	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r3.FERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r3.FERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r3.FERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r3.UNFERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	RHN	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r3.UNFERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	RHN	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r3.UNFERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	RHN	restored_prairie	r3	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r4.FERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r4.FERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r4.FERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r4.UNFERT.pr1	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	RHN	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r4.UNFERT.pr2	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	RHN	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G10.r4.UNFERT.pr3	glbrc	Restored_Prairie	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	RHN	restored_prairie	r4	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G5.r1.FERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G5.r1.FERT.pr2	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G5.r1.FERT.pr3	glbrc	Switchgrass	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	RHN	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
X2017.RHN.G5.r1.UNFERT.pr1	glbrc	Switchgrass	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	RHN	switchgrass	r1	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA
